phs,pht,phv,n,count_available
phs000007,pht006011,phv00275417,281,True
phs000007,pht006018,phv00276860,983,True
phs000007,pht006026,phv00277030,4518,True
phs000007,pht006026,phv00277031,3734,True
phs000007,pht009761,phv00544772,3247,True
phs000007,pht009761,phv00544773,3330,True
phs000007,pht009761,phv00544774,3254,True
phs000007,pht009761,phv00544775,2846,True
phs000007,pht009761,phv00544776,2229,True
phs000007,pht007777,phv00369801,2681,True
phs000007,pht007777,phv00369802,2419,True
phs000007,pht007777,phv00369803,754,True
phs000007,pht007777,phv00369804,557,True
phs000007,pht007777,phv00369805,489,True
phs000007,pht007777,phv00369806,324,True
phs000007,pht007777,phv00369807,215,True
phs000007,pht007777,phv00369808,137,True
phs000007,pht009761,phv00423895,3981,True
phs000007,pht009761,phv00423896,281,True
phs000007,pht009761,phv00423897,279,True
phs000007,pht000313,phv00036494,4016,True
phs000007,pht006011,phv00275419,284,True
phs000007,pht000685,phv00070900,395,True
phs000007,pht000685,phv00177942,7536,True
phs000007,pht000742,phv00071896,2822,True
phs000007,pht002889,phv00172162,3731,True
phs000007,pht004363,phv00219548,2783,True
phs000007,pht004802,phv00227046,2504,True
phs000007,pht004809,phv00177936,8603,True
phs000007,pht004809,phv00177946,6103,True
phs000007,pht004809,phv00227269,1003,True
phs000007,pht004809,phv00227286,1003,True
phs000007,pht000080,phv00021690,3424,True
phs000007,pht000080,phv00177932,12547,True
phs000007,pht000081,phv00021693,3237,True
phs000007,pht000081,phv00177940,7541,True
phs000007,pht002889,phv00172177,3710,True
phs000007,pht002889,phv00462201,3417,True
phs000007,pht004802,phv00227060,2508,True
phs000007,pht004802,phv00227067,2508,True
phs000007,pht012880,phv00177930,15089,True
phs000007,pht012880,phv00520365,4516,True
phs000007,pht010726,phv00177934,11800,True
phs000007,pht010726,phv00462196,3417,True
phs000007,pht010726,phv00462201,3417,True
phs000007,pht012881,phv00177932,12547,True
phs000007,pht012881,phv00177942,7536,True
phs000007,pht012881,phv00520381,3630,True
phs000007,pht012882,phv00177934,11800,True
phs000007,pht012882,phv00177944,6885,True
phs000007,pht012882,phv00520398,3127,True
phs000007,pht000146,phv00023208,3189,True
phs000007,pht000085,phv00021744,3327,True
phs000007,pht000085,phv00177940,7541,True
phs000007,pht000035,phv00010095,3114,True
phs000007,pht000040,phv00080829,3899,True
phs000007,pht000040,phv00177930,15089,True
phs000007,pht000040,phv00080830,4411,True
phs000007,pht000040,phv00177932,12547,True
phs000007,pht000040,phv00080831,3827,True
phs000007,pht000040,phv00177934,11800,True
phs000007,pht000040,phv00080832,3935,True
phs000007,pht000040,phv00177936,8603,True
phs000007,pht000040,phv00080833,0,True
phs000007,pht000040,phv00177938,8169,True
phs000007,pht000040,phv00080834,3727,True
phs000007,pht000040,phv00177940,7541,True
phs000007,pht000040,phv00080835,0,True
phs000007,pht000040,phv00177942,7536,True
phs000007,pht000040,phv00080836,3334,True
phs000007,pht000040,phv00177944,6885,True
phs000007,pht000040,phv00080837,3473,True
phs000007,pht000040,phv00177946,6103,True
phs000007,pht000040,phv00080838,2599,True
phs000007,pht000040,phv00177948,4936,True
phs000007,pht000040,phv00080839,0,True
phs000007,pht000040,phv00177950,2852,True
phs000007,pht000040,phv00080840,0,True
phs000007,pht000040,phv00177952,3138,True
phs000007,pht000040,phv00080841,2807,True
phs000007,pht000040,phv00177954,3011,True
phs000007,pht000040,phv00080842,2673,True
phs000007,pht000040,phv00177956,2750,True
phs000007,pht000040,phv00080843,2434,True
phs000007,pht000040,phv00177958,2511,True
phs000007,pht000040,phv00080844,2129,True
phs000007,pht000040,phv00177960,2236,True
phs000007,pht000040,phv00080845,1907,True
phs000007,pht000040,phv00177962,2064,True
phs000007,pht000040,phv00080846,1542,True
phs000007,pht000040,phv00177964,1723,True
phs000007,pht000040,phv00080847,1344,True
phs000007,pht000040,phv00177966,1440,True
phs000007,pht000040,phv00080848,1220,True
phs000007,pht000040,phv00177968,1301,True
phs000007,pht000040,phv00080849,1037,True
phs000007,pht000040,phv00177970,1210,True
phs000007,pht000040,phv00080850,880,True
phs000007,pht000040,phv00177972,1059,True
phs000007,pht000040,phv00080851,754,True
phs000007,pht000040,phv00177974,913,True
phs000007,pht000040,phv00080852,0,True
phs000007,pht000040,phv00177976,713,True
phs000007,pht000040,phv00080853,0,True
phs000007,pht000040,phv00177978,671,True
phs000007,pht000040,phv00080854,351,True
phs000007,pht000040,phv00177980,542,True
phs000007,pht000040,phv00080855,214,True
phs000007,pht000040,phv00177982,411,True
phs000007,pht000040,phv00080856,3899,True
phs000007,pht000040,phv00080857,4411,True
phs000007,pht000040,phv00080858,3777,True
phs000007,pht000040,phv00080859,3852,True
phs000007,pht000040,phv00080860,0,True
phs000007,pht000040,phv00080861,3287,True
phs000007,pht000040,phv00080862,0,True
phs000007,pht000040,phv00080863,2963,True
phs000007,pht000040,phv00080864,2918,True
phs000007,pht000040,phv00080865,2526,True
phs000007,pht000040,phv00080866,0,True
phs000007,pht000040,phv00080867,0,True
phs000007,pht000040,phv00080868,2800,True
phs000007,pht000040,phv00080869,2444,True
phs000007,pht000040,phv00080870,2397,True
phs000007,pht000040,phv00080871,2102,True
phs000007,pht000040,phv00080872,1858,True
phs000007,pht000040,phv00080873,1503,True
phs000007,pht000040,phv00080874,1301,True
phs000007,pht000040,phv00080875,1156,True
phs000007,pht000040,phv00080876,989,True
phs000007,pht000040,phv00080877,861,True
phs000007,pht000040,phv00080878,738,True
phs000007,pht000040,phv00080879,0,True
phs000007,pht000040,phv00080880,0,True
phs000007,pht000040,phv00080881,351,True
phs000007,pht000040,phv00080882,206,True
phs000007,pht000040,phv00177984,302,True
phs000007,pht000040,phv00369402,150,True
phs000007,pht000040,phv00369403,146,True
phs000007,pht000041,phv00010784,5225,True
phs000007,pht000041,phv00010785,3964,True
phs000007,pht000041,phv00010786,3871,True
phs000007,pht000041,phv00010787,3879,True
phs000007,pht000041,phv00010788,3742,True
phs000007,pht000041,phv00010789,3310,True
phs000007,pht000041,phv00010790,3211,True
phs000007,pht000041,phv00010791,5225,True
phs000007,pht000041,phv00010792,3961,True
phs000007,pht000041,phv00010793,3896,True
phs000007,pht000041,phv00010794,4081,True
phs000007,pht000041,phv00010795,3822,True
phs000007,pht000041,phv00010796,3359,True
phs000007,pht000041,phv00010797,3287,True
phs000007,pht000041,phv00369406,2872,True
phs000007,pht000041,phv00369407,2244,True
phs000007,pht000041,phv00369408,2799,True
phs000007,pht000041,phv00369409,2177,True
phs000007,pht000747,phv00072059,2961,True
phs000007,pht007775,phv00369583,4530,True
phs000007,pht007775,phv00369584,3737,True
phs000007,pht007775,phv00369585,4530,True
phs000007,pht007775,phv00369586,3737,True
phs000007,pht000009,phv00000480,4884,True
phs000007,pht004374,phv00220824,1324,True
phs000007,pht004375,phv00254006,2010,True
phs000007,pht002889,phv00172196,2794,True
phs000007,pht004802,phv00227043,2493,True
phs000007,pht002425,phv00163434,898,True
phs000007,pht002425,phv00177944,6885,True
phs000007,pht000198,phv00024570,3445,True
phs000007,pht000198,phv00177938,8169,True
phs000007,pht004806,phv00177930,15089,True
phs000007,pht004806,phv00227096,472,True
phs000007,pht003094,phv00177608,3736,True
phs000007,pht006005,phv00274078,91,True
phs000007,pht000074,phv00021256,3849,True
phs000007,pht000100,phv00022428,2827,True
phs000007,pht000100,phv00177934,11800,True
phs000007,pht000035,phv00010084,2983,True
phs000007,pht000035,phv00010091,3005,True
phs000007,pht002889,phv00172173,3738,True
phs000007,pht006026,phv00277038,4477,True
phs000007,pht006026,phv00277039,3688,True
phs000007,pht009761,phv00544804,3753,True
phs000007,pht009761,phv00544805,3297,True
phs000007,pht009761,phv00544806,3206,True
phs000007,pht009761,phv00544807,2801,True
phs000007,pht009761,phv00544808,2192,True
phs000007,pht009761,phv00423910,478,True
phs000007,pht009761,phv00423911,95,True
phs000007,pht009761,phv00423912,3804,True
phs000007,pht009761,phv00423913,3904,True
phs000007,pht000012,phv00001384,1441,True
phs000007,pht000024,phv00005553,840,True
phs000007,pht000024,phv00177972,1059,True
phs000007,pht000025,phv00006029,732,True
phs000007,pht000074,phv00021397,3996,True
phs000007,pht000084,phv00021740,3455,True
phs000007,pht000084,phv00177938,8169,True
phs000007,pht000085,phv00021745,3329,True
phs000007,pht000086,phv00021747,959,True
phs000007,pht000086,phv00021750,962,True
phs000007,pht000086,phv00177930,15089,True
phs000007,pht004806,phv00227093,437,True
phs000007,pht000680,phv00070066,3297,True
phs000007,pht000680,phv00070067,3276,True
phs000007,pht000680,phv00070068,3257,True
phs000007,pht000680,phv00070069,3278,True
phs000007,pht000680,phv00070070,3242,True
phs000007,pht000680,phv00070071,3275,True
phs000007,pht000680,phv00070072,3270,True
phs000007,pht000680,phv00070073,3267,True
phs000007,pht000680,phv00070074,3278,True
phs000007,pht000680,phv00070075,3278,True
phs000007,pht000680,phv00070076,3247,True
phs000007,pht000680,phv00070077,3245,True
phs000007,pht000680,phv00070078,3295,True
phs000007,pht000680,phv00070079,3295,True
phs000007,pht000680,phv00070080,3303,True
phs000007,pht000680,phv00177938,8169,True
phs000007,pht000681,phv00068473,3022,True
phs000007,pht000681,phv00068474,3007,True
phs000007,pht000681,phv00068475,2986,True
phs000007,pht000681,phv00068476,3005,True
phs000007,pht000681,phv00068477,2980,True
phs000007,pht000681,phv00068478,3000,True
phs000007,pht000681,phv00068479,2983,True
phs000007,pht000681,phv00068480,2982,True
phs000007,pht000681,phv00068481,2997,True
phs000007,pht000681,phv00068482,2996,True
phs000007,pht000681,phv00068483,2975,True
phs000007,pht000681,phv00068484,2972,True
phs000007,pht000681,phv00068485,3021,True
phs000007,pht000681,phv00068486,3022,True
phs000007,pht000681,phv00068487,3022,True
phs000007,pht000681,phv00177940,7541,True
phs000007,pht000682,phv00069042,2971,True
phs000007,pht000682,phv00069043,2958,True
phs000007,pht000682,phv00069044,2952,True
phs000007,pht000682,phv00069045,2961,True
phs000007,pht000682,phv00069046,2947,True
phs000007,pht000682,phv00069047,2965,True
phs000007,pht000682,phv00069048,2942,True
phs000007,pht000682,phv00069049,2936,True
phs000007,pht000682,phv00069050,2948,True
phs000007,pht000682,phv00069051,2945,True
phs000007,pht000682,phv00069052,2935,True
phs000007,pht000682,phv00069053,2926,True
phs000007,pht000682,phv00069054,2964,True
phs000007,pht000682,phv00069055,2969,True
phs000007,pht000682,phv00069056,2977,True
phs000007,pht000682,phv00177942,7536,True
phs000007,pht002150,phv00157176,3697,True
phs000007,pht002150,phv00157177,3686,True
phs000007,pht002150,phv00157178,3693,True
phs000007,pht002150,phv00157179,3685,True
phs000007,pht002150,phv00157180,3674,True
phs000007,pht002150,phv00157181,3682,True
phs000007,pht002150,phv00157182,3670,True
phs000007,pht002150,phv00157183,3678,True
phs000007,pht002150,phv00157184,3692,True
phs000007,pht002150,phv00157185,3674,True
phs000007,pht002150,phv00157186,3646,True
phs000007,pht002150,phv00157187,3627,True
phs000007,pht002150,phv00157188,3681,True
phs000007,pht002150,phv00157189,3687,True
phs000007,pht002150,phv00157190,3683,True
phs000007,pht002150,phv00177930,15089,True
phs000007,pht002151,phv00157617,898,True
phs000007,pht002151,phv00157618,891,True
phs000007,pht002151,phv00157619,884,True
phs000007,pht002151,phv00157620,891,True
phs000007,pht002151,phv00157621,885,True
phs000007,pht002151,phv00157622,894,True
phs000007,pht002151,phv00157623,889,True
phs000007,pht002151,phv00157624,889,True
phs000007,pht002151,phv00157625,892,True
phs000007,pht002151,phv00157626,890,True
phs000007,pht002151,phv00157627,884,True
phs000007,pht002151,phv00157628,891,True
phs000007,pht002151,phv00157629,894,True
phs000007,pht002151,phv00157630,898,True
phs000007,pht002151,phv00157631,899,True
phs000007,pht002151,phv00177968,1301,True
phs000007,pht002153,phv00158420,622,True
phs000007,pht002153,phv00158421,608,True
phs000007,pht002153,phv00158422,606,True
phs000007,pht002153,phv00158423,620,True
phs000007,pht002153,phv00158424,602,True
phs000007,pht002153,phv00158425,613,True
phs000007,pht002153,phv00158426,603,True
phs000007,pht002153,phv00158427,607,True
phs000007,pht002153,phv00158428,599,True
phs000007,pht002153,phv00158429,613,True
phs000007,pht002153,phv00158430,585,True
phs000007,pht002153,phv00158431,606,True
phs000007,pht002153,phv00158432,617,True
phs000007,pht002153,phv00158433,617,True
phs000007,pht002153,phv00158434,620,True
phs000007,pht002153,phv00177972,1059,True
phs000007,pht002350,phv00162554,2656,True
phs000007,pht002350,phv00162555,2646,True
phs000007,pht002350,phv00162556,2650,True
phs000007,pht002350,phv00162557,2645,True
phs000007,pht002350,phv00162558,2631,True
phs000007,pht002350,phv00162559,2644,True
phs000007,pht002350,phv00162560,2632,True
phs000007,pht002350,phv00162561,2643,True
phs000007,pht002350,phv00162562,2643,True
phs000007,pht002350,phv00162563,2646,True
phs000007,pht002350,phv00162564,2609,True
phs000007,pht002350,phv00162565,2624,True
phs000007,pht002350,phv00162566,2646,True
phs000007,pht002350,phv00162567,2667,True
phs000007,pht002350,phv00162568,2665,True
phs000007,pht002350,phv00177944,6885,True
phs000007,pht002900,phv00172953,3531,True
phs000007,pht002900,phv00172954,3530,True
phs000007,pht002900,phv00172955,3522,True
phs000007,pht002900,phv00172956,3531,True
phs000007,pht002900,phv00172957,3529,True
phs000007,pht002900,phv00172958,3523,True
phs000007,pht002900,phv00172959,3531,True
phs000007,pht002900,phv00172960,3528,True
phs000007,pht002900,phv00172961,3511,True
phs000007,pht002900,phv00172962,3443,True
phs000007,pht002900,phv00172963,3420,True
phs000007,pht002900,phv00172964,3521,True
phs000007,pht002900,phv00172965,3513,True
phs000007,pht002900,phv00172966,3528,True
phs000007,pht002900,phv00172967,3529,True
phs000007,pht002900,phv00172968,3524,True
phs000007,pht002900,phv00172969,3529,True
phs000007,pht002900,phv00177932,12547,True
phs000007,pht000021,phv00004081,1339,True
phs000007,pht000022,phv00004517,1211,True
phs000007,pht000023,phv00004937,1017,True
phs000007,pht000024,phv00005550,862,True
phs000007,pht000025,phv00006026,740,True
phs000007,pht000028,phv00006666,326,True
phs000007,pht000029,phv00007527,194,True
phs000007,pht000030,phv00007558,4767,True
phs000007,pht000031,phv00008084,3599,True
phs000007,pht000032,phv00008731,3627,True
phs000007,pht000033,phv00009125,3802,True
phs000007,pht000034,phv00009577,3649,True
phs000007,pht000035,phv00010133,3355,True
phs000007,pht000036,phv00010143,3265,True
phs000007,pht000040,phv00080781,1017,True
phs000007,pht000040,phv00080782,862,True
phs000007,pht000040,phv00080783,740,True
phs000007,pht000040,phv00080784,3895,True
phs000007,pht000040,phv00080785,4411,True
phs000007,pht000040,phv00080786,3817,True
phs000007,pht000040,phv00080787,3931,True
phs000007,pht000040,phv00080788,3720,True
phs000007,pht000040,phv00080789,3309,True
phs000007,pht000040,phv00080790,3466,True
phs000007,pht000040,phv00080791,2599,True
phs000007,pht000040,phv00080792,2794,True
phs000007,pht000040,phv00080793,2675,True
phs000007,pht000040,phv00080794,2431,True
phs000007,pht000040,phv00080795,2116,True
phs000007,pht000040,phv00080796,1935,True
phs000007,pht000040,phv00080797,1535,True
phs000007,pht000040,phv00080798,1339,True
phs000007,pht000040,phv00080799,1211,True
phs000007,pht000040,phv00080800,326,True
phs000007,pht000040,phv00080801,194,True
phs000007,pht000040,phv00369401,137,True
phs000007,pht000074,phv00021394,4031,True
phs000007,pht000692,phv00070730,137,True
phs000007,pht000742,phv00071893,2858,True
phs000007,pht004801,phv00177930,15089,True
phs000007,pht004801,phv00227016,489,True
phs000007,pht004802,phv00227057,2523,True
phs000007,pht005143,phv00255343,505,True
phs000007,pht006010,phv00275404,384,True
phs000007,pht006011,phv00275416,284,True
phs000007,pht006018,phv00276862,986,True
phs000007,pht006026,phv00277022,4536,True
phs000007,pht006026,phv00277023,3738,True
phs000007,pht009761,phv00544748,3815,True
phs000007,pht009761,phv00544749,3355,True
phs000007,pht009761,phv00544750,3265,True
phs000007,pht009761,phv00544751,2858,True
phs000007,pht009761,phv00544752,2242,True
phs000007,pht007777,phv00369718,3895,True
phs000007,pht007777,phv00369719,4411,True
phs000007,pht007777,phv00369720,3817,True
phs000007,pht007777,phv00369721,3931,True
phs000007,pht007777,phv00369722,3720,True
phs000007,pht007777,phv00369723,3309,True
phs000007,pht007777,phv00369724,3466,True
phs000007,pht007777,phv00369725,2599,True
phs000007,pht007777,phv00369726,2794,True
phs000007,pht007777,phv00369727,2675,True
phs000007,pht007777,phv00369728,2431,True
phs000007,pht007777,phv00369729,2116,True
phs000007,pht007777,phv00369730,1935,True
phs000007,pht007777,phv00369731,1535,True
phs000007,pht007777,phv00369732,1339,True
phs000007,pht007777,phv00369733,1211,True
phs000007,pht007777,phv00369734,1017,True
phs000007,pht007777,phv00369735,862,True
phs000007,pht007777,phv00369736,740,True
phs000007,pht007777,phv00369737,326,True
