phs,pht,phv,n,count_available
phs000209,pht001123,phv00087870,6424,True
phs000209,pht003089,phv00175983,6129,True
phs000209,pht001112,phv00083491,251,True
phs000209,pht001111,phv00083241,251,True
phs000209,pht001112,phv00083613,251,True
phs000209,pht001114,phv00083708,3716,True
phs000209,pht001114,phv00083843,3854,True
phs000209,pht001116,phv00085545,6407,True
phs000209,pht001118,phv00086096,5890,True
phs000209,pht001118,phv00086102,5858,True
phs000209,pht001119,phv00086580,5614,True
phs000209,pht001119,phv00086586,5587,True
phs000209,pht001120,phv00087012,5437,True
phs000209,pht001120,phv00087017,5444,True
phs000209,pht001121,phv00087082,1579,True
phs000209,pht001122,phv00087699,160,True
phs000209,pht001122,phv00087839,160,True
phs000209,pht003086,phv00175428,194,True
phs000209,pht003086,phv00175450,195,True
phs000209,pht003087,phv00175860,174,True
phs000209,pht003087,phv00175945,32,True
phs000209,pht003091,phv00176862,4385,True
phs000209,pht003091,phv00176884,4394,True
phs000209,pht001112,phv00083483,215,True
phs000209,pht001112,phv00083484,251,True
phs000209,pht001112,phv00083485,251,True
phs000209,pht001112,phv00083545,250,True
phs000209,pht001112,phv00083546,7,True
phs000209,pht001112,phv00083620,249,True
phs000209,pht001114,phv00083718,3734,True
phs000209,pht001114,phv00083719,3789,True
phs000209,pht001114,phv00083720,3789,True
phs000209,pht001114,phv00083721,3789,True
phs000209,pht001114,phv00083780,3829,True
phs000209,pht001114,phv00083781,49,True
phs000209,pht001114,phv00083850,3734,True
phs000209,pht001114,phv00083851,3734,True
phs000209,pht001122,phv00087709,158,True
phs000209,pht001122,phv00087710,161,True
phs000209,pht001122,phv00087771,161,True
phs000209,pht001122,phv00087772,0,True
phs000209,pht001122,phv00087711,161,True
phs000209,pht001122,phv00087846,157,True
phs000209,pht001122,phv00087847,157,True
phs000209,pht003086,phv00175294,197,True
phs000209,pht003091,phv00176717,4436,True
phs000209,pht003086,phv00175241,196,True
phs000209,pht003091,phv00176664,4338,True
phs000209,pht001116,phv00085748,6397,True
phs000209,pht001118,phv00085930,5819,True
phs000209,pht001119,phv00086413,5573,True
phs000209,pht001121,phv00087530,1579,True
phs000209,pht003086,phv00175606,194,True
phs000209,pht003091,phv00177040,4305,True
phs000209,pht001111,phv00082967,240,True
phs000209,pht001116,phv00085015,6392,True
phs000209,pht001120,phv00086825,427,True
phs000209,pht001121,phv00087661,608,True
phs000209,pht002198,phv00160534,1822,True
phs000209,pht001123,phv00087890,6424,True
phs000209,pht001123,phv00087892,6424,True
phs000209,pht002515,phv00165065,2979,True
phs000209,pht001116,phv00084545,6384,True
phs000209,pht003091,phv00196280,4332,True
phs000209,pht001111,phv00082971,251,True
phs000209,pht001116,phv00085017,6393,True
phs000209,pht001120,phv00086829,441,True
phs000209,pht001121,phv00087663,621,True
phs000209,pht002105,phv00160521,946,True
phs000209,pht001111,phv00083005,251,True
phs000209,pht001111,phv00082652,251,True
phs000209,pht001116,phv00085242,6427,True
phs000209,pht001116,phv00084456,6413,True
phs000209,pht001117,phv00085764,51207,True
phs000209,pht001117,phv00085765,3608,True
phs000209,pht001118,phv00085837,5896,True
phs000209,pht001118,phv00085794,5862,True
phs000209,pht001119,phv00086279,5584,True
phs000209,pht001120,phv00086746,5370,True
phs000209,pht001121,phv00087159,1580,True
phs000209,pht001121,phv00087161,250,True
phs000209,pht001121,phv00087089,1573,True
phs000209,pht003086,phv00175291,197,True
phs000209,pht003087,phv00175888,185,True
phs000209,pht003091,phv00176714,4436,True
phs000209,pht003091,phv00176017,4345,True
phs000209,pht003659,phv00197115,1491,True
phs000209,pht003659,phv00197119,1450,True
phs000209,pht001111,phv00083223,251,True
phs000209,pht001116,phv00085554,6406,True
phs000209,pht003087,phv00175873,174,True
phs000209,pht004326,phv00219019,950,True
phs000209,pht004326,phv00219024,950,True
phs000209,pht001111,phv00082961,250,True
phs000209,pht001111,phv00195567,250,True
phs000209,pht001116,phv00084464,6413,True
phs000209,pht001116,phv00111943,6413,True
phs000209,pht001119,phv00086284,5577,True
phs000209,pht001119,phv00111948,5577,True
phs000209,pht001120,phv00111951,5346,True
phs000209,pht001120,phv00111952,5346,True
phs000209,pht001121,phv00087096,1572,True
phs000209,pht003086,phv00174602,195,True
phs000209,pht003086,phv00174604,195,True
phs000209,pht003091,phv00176025,4338,True
phs000209,pht003091,phv00176027,4338,True
phs000209,pht001111,phv00082974,251,True
phs000209,pht001116,phv00085210,6428,True
phs000209,pht001118,phv00085935,5898,True
phs000209,pht001119,phv00086417,5623,True
phs000209,pht001120,phv00086869,5504,True
phs000209,pht001121,phv00087118,1581,True
phs000209,pht001984,phv00128702,858,True
phs000209,pht004319,phv00219001,2338,True
phs000209,pht001111,phv00082969,251,True
phs000209,pht001116,phv00085022,964,True
phs000209,pht001120,phv00086827,440,True
phs000209,pht001116,phv00084463,6391,True
phs000209,pht001116,phv00085019,6391,True
phs000209,pht002105,phv00160522,934,True
phs000209,pht001111,phv00083226,249,True
phs000209,pht001116,phv00085558,6186,True
phs000209,pht001118,phv00086087,5684,True
phs000209,pht001121,phv00087238,1523,True
phs000209,pht002105,phv00160523,948,True
phs000209,pht003086,phv00175446,190,True
phs000209,pht003091,phv00176880,4254,True
phs000209,pht001119,phv00086569,5379,True
phs000209,pht001116,phv00085314,6425,True
phs000209,pht001116,phv00085316,6422,True
phs000209,pht001116,phv00085319,6417,True
phs000209,pht001111,phv00082953,251,True
phs000209,pht001111,phv00082954,251,True
phs000209,pht001116,phv00084969,6413,True
phs000209,pht001116,phv00084970,6413,True
phs000209,pht001118,phv00085932,5859,True
phs000209,pht001119,phv00086415,5577,True
phs000209,pht001120,phv00086834,5346,True
phs000209,pht001121,phv00087088,1572,True
phs000209,pht003086,phv00175240,196,True
phs000209,pht003087,phv00175863,173,True
phs000209,pht003087,phv00175948,32,True
phs000209,pht003091,phv00176663,4338,True
phs000209,pht004326,phv00219026,950,True
phs000209,pht001111,phv00082965,250,True
phs000209,pht001116,phv00085014,6391,True
phs000209,pht001120,phv00086823,441,True
phs000209,pht002198,phv00160532,1854,True
phs000209,pht004317,phv00218767,4267,True
phs000209,pht004317,phv00218768,4267,True
phs000209,pht003087,phv00175887,184,True
phs000209,pht001111,phv00082952,251,True
phs000209,pht001111,phv00083303,251,True
phs000209,pht001116,phv00084972,6412,True
phs000209,pht001116,phv00084980,6429,True
phs000209,pht001116,phv00160506,6410,True
phs000209,pht001118,phv00085920,5858,True
phs000209,pht001119,phv00086402,5580,True
phs000209,pht001120,phv00086833,5345,True
phs000209,pht001121,phv00087099,1577,True
phs000209,pht001121,phv00087524,1582,True
phs000209,pht003086,phv00175239,197,True
phs000209,pht003091,phv00176662,4332,True
phs000209,pht001984,phv00128724,900,True
phs000209,pht004319,phv00218992,2756,True
phs000209,pht001984,phv00128727,899,True
phs000209,pht004319,phv00218993,2756,True
phs000209,pht001118,phv00174583,5821,True
phs000209,pht003086,phv00175243,195,True
phs000209,pht003091,phv00176666,4310,True
phs000209,pht001111,phv00082688,251,True
phs000209,pht001116,phv00084489,6429,True
phs000209,pht001118,phv00085802,5898,True
phs000209,pht001119,phv00086300,5618,True
phs000209,pht001120,phv00086753,5399,True
phs000209,pht003086,phv00174635,198,True
phs000209,pht003091,phv00176058,4383,True
phs000209,pht001111,phv00082876,250,True
phs000209,pht001123,phv00087865,6424,True
phs000209,pht001123,phv00087853,6424,True
phs000209,pht001123,phv00087856,6424,True
phs000209,pht001111,phv00082985,251,True
phs000209,pht001116,phv00085221,6428,True
phs000209,pht001117,phv00085768,51207,True
phs000209,pht001117,phv00085769,1830,True
phs000209,pht001118,phv00085938,5880,True
phs000209,pht001119,phv00086420,5619,True
phs000209,pht001121,phv00087129,1581,True
phs000209,pht001121,phv00087142,1581,True
phs000209,pht001111,phv00082700,251,True
phs000209,pht001111,phv00083401,250,True
phs000209,pht001111,phv00083405,250,True
phs000209,pht001111,phv00083408,250,True
phs000209,pht001111,phv00083412,250,True
phs000209,pht001116,phv00085482,4725,True
phs000209,pht001116,phv00084546,6382,True
phs000209,pht001118,phv00086227,4755,True
phs000209,pht001118,phv00086239,4755,True
phs000209,pht001118,phv00086240,4755,True
phs000209,pht001118,phv00086241,4754,True
phs000209,pht001119,phv00086710,5619,True
phs000209,pht001119,phv00086723,5619,True
phs000209,pht001119,phv00086724,5619,True
phs000209,pht001119,phv00086725,5618,True
phs000209,pht001120,phv00087032,5398,True
phs000209,pht001120,phv00087045,5399,True
phs000209,pht001120,phv00087046,5398,True
phs000209,pht001120,phv00087047,5397,True
phs000209,pht002195,phv00159096,6383,True
phs000209,pht003086,phv00174882,195,True
phs000209,pht003086,phv00174883,195,True
phs000209,pht003086,phv00175589,198,True
phs000209,pht003086,phv00175593,198,True
phs000209,pht003086,phv00175596,198,True
phs000209,pht003086,phv00175604,198,True
phs000209,pht003086,phv00175755,190,True
phs000209,pht003086,phv00175758,190,True
phs000209,pht003086,phv00175761,123,True
phs000209,pht003086,phv00175764,189,True
phs000209,pht003091,phv00176280,4348,True
phs000209,pht003091,phv00176305,4359,True
phs000209,pht003091,phv00176306,4359,True
phs000209,pht003091,phv00177023,4395,True
phs000209,pht003091,phv00177027,4397,True
phs000209,pht003091,phv00177030,4393,True
phs000209,pht003091,phv00177038,4397,True
phs000209,pht003091,phv00177189,3248,True
phs000209,pht003091,phv00177192,3246,True
phs000209,pht003091,phv00177195,1813,True
phs000209,pht003091,phv00177198,3221,True
phs000209,pht001111,phv00082998,98,True
phs000209,pht001111,phv00082999,87,True
phs000209,pht001111,phv00083163,248,True
phs000209,pht001116,phv00085236,6429,True
phs000209,pht001116,phv00085237,2103,True
phs000209,pht001116,phv00085324,6426,True
phs000209,pht001118,phv00086014,5650,True
phs000209,pht001119,phv00086496,5533,True
phs000209,pht001120,phv00086933,5331,True
phs000209,pht001121,phv00087093,1580,True
phs000209,pht001121,phv00087154,696,True
phs000209,pht003086,phv00175410,198,True
phs000209,pht003087,phv00175864,174,True
phs000209,pht003087,phv00175949,32,True
phs000209,pht003091,phv00176833,4447,True
phs000209,pht001111,phv00082655,249,True
phs000209,pht001111,phv00082997,251,True
phs000209,pht001116,phv00084459,6429,True
phs000209,pht001116,phv00085233,6424,True
phs000209,pht001117,phv00085762,51207,True
phs000209,pht001117,phv00085763,6374,True
phs000209,pht001118,phv00085797,5841,True
phs000209,pht001119,phv00086282,5581,True
phs000209,pht001120,phv00086749,5393,True
phs000209,pht001121,phv00087094,1582,True
phs000209,pht001121,phv00087153,1567,True
phs000209,pht003086,phv00174605,198,True
phs000209,pht003087,phv00175865,174,True
phs000209,pht003091,phv00176028,4397,True
phs000209,pht003087,phv00175955,32,True
phs000209,pht001111,phv00082963,248,True
phs000209,pht001116,phv00085117,2506,True
phs000209,pht001120,phv00086821,440,True
phs000209,pht002099,phv00142667,4,True
phs000209,pht002105,phv00160519,939,True
phs000209,pht001116,phv00085009,6261,True
phs000209,pht002105,phv00160518,913,True
phs000209,pht002198,phv00160530,1811,True
phs000209,pht004326,phv00219027,913,True
phs000209,pht001116,phv00160488,6409,True
phs000209,pht002198,phv00160529,1855,True
phs000209,pht002198,phv00160542,1852,True
phs000209,pht003086,phv00175251,194,True
phs000209,pht003091,phv00176674,3938,True
phs000209,pht001116,phv00085074,376,True
phs000209,pht001111,phv00082951,249,True
phs000209,pht001116,phv00084971,6327,True
phs000209,pht001118,phv00085919,5791,True
phs000209,pht001119,phv00086401,5505,True
phs000209,pht001120,phv00086832,5292,True
phs000209,pht001121,phv00087098,1556,True
phs000209,pht003086,phv00175238,197,True
phs000209,pht003087,phv00175866,170,True
phs000209,pht003087,phv00175885,181,True
phs000209,pht003087,phv00175950,32,True
phs000209,pht003091,phv00176661,4310,True
phs000209,pht002512,phv00165052,5122,True
phs000209,pht002512,phv00165050,5042,True
phs000209,pht001111,phv00082842,246,True
phs000209,pht001116,phv00084552,6382,True
phs000209,pht001116,phv00174569,74,True
phs000209,pht003086,phv00175080,2,True
phs000209,pht003086,phv00175124,195,True
phs000209,pht003086,phv00218150,0,True
phs000209,pht003091,phv00176503,52,True
phs000209,pht003091,phv00176547,4359,True
phs000209,pht004319,phv00218998,2338,True
phs000209,pht004319,phv00218994,2756,True
phs000209,pht004319,phv00218995,2756,True
phs000209,pht004319,phv00218996,2756,True
phs000209,pht001116,phv00085027,964,True
phs000209,pht001116,phv00085705,5977,True
phs000209,pht001116,phv00085710,5977,True
phs000209,pht001984,phv00128706,893,True
phs000209,pht004319,phv00219000,2338,True
phs000209,pht004319,phv00218999,2338,True
phs000209,pht002140,phv00156621,5486,True
phs000209,pht002140,phv00156622,4604,True
phs000209,pht001111,phv00082692,251,True
phs000209,pht001116,phv00084491,6429,True
phs000209,pht001118,phv00085804,5899,True
phs000209,pht001119,phv00086303,5621,True
phs000209,pht001120,phv00086756,5402,True
phs000209,pht001121,phv00087081,1582,True
phs000209,pht003086,phv00174645,198,True
phs000209,pht003091,phv00176068,4387,True
phs000209,pht001111,phv00082702,251,True
phs000209,pht001121,phv00087149,1581,True
phs000209,pht003086,phv00174642,198,True
phs000209,pht003091,phv00176065,4373,True
phs000209,pht001123,phv00087873,6420,True
phs000209,pht001123,phv00087852,6429,True
phs000209,pht001984,phv00128760,894,True
phs000209,pht004319,phv00218991,2750,True
phs000209,pht001120,phv00086259,5628,True
phs000209,pht001120,phv00191191,851,True
phs000209,pht001120,phv00191192,851,True
phs000209,pht003089,phv00175982,6129,True
phs000209,pht001111,phv00082714,245,True
phs000209,pht001116,phv00084566,6382,True
phs000209,pht003086,phv00174884,193,True
phs000209,pht003091,phv00176307,4283,True
phs000209,pht001111,phv00082715,246,True
phs000209,pht001116,phv00084567,6382,True
phs000209,pht003086,phv00174885,195,True
phs000209,pht003091,phv00176308,4359,True
phs000209,pht001111,phv00082716,246,True
phs000209,pht001116,phv00084568,6382,True
phs000209,pht003086,phv00174886,195,True
phs000209,pht003091,phv00176309,4359,True
phs000209,pht001984,phv00128762,900,True
phs000209,pht004319,phv00218990,2756,True
phs000209,pht001120,phv00087048,5436,True
phs000209,pht001111,phv00083431,251,True
phs000209,pht001118,phv00086249,5877,True
phs000209,pht001120,phv00087066,5437,True
phs000209,pht003089,phv00175981,6129,True
phs000209,pht004317,phv00218866,4252,True
phs000209,pht001112,phv00083474,249,True
phs000209,pht001112,phv00083475,249,True
phs000209,pht001112,phv00083482,249,True
phs000209,pht001112,phv00083605,0,True
phs000209,pht001112,phv00083604,0,True
phs000209,pht001112,phv00083612,249,True
phs000209,pht001114,phv00083709,3736,True
phs000209,pht001114,phv00083710,3751,True
phs000209,pht001114,phv00083717,3734,True
phs000209,pht001114,phv00083835,3789,True
phs000209,pht001114,phv00083834,3789,True
phs000209,pht001114,phv00083842,3734,True
phs000209,pht001122,phv00087700,157,True
phs000209,pht001122,phv00087701,157,True
phs000209,pht001122,phv00087708,157,True
phs000209,pht001122,phv00087833,157,True
phs000209,pht001122,phv00087831,0,True
phs000209,pht001122,phv00087830,0,True
phs000209,pht001117,phv00085760,51207,True
phs000209,pht001117,phv00085761,2694,True
phs000209,pht001121,phv00087144,1581,True
phs000209,pht001121,phv00087145,1579,True
phs000209,pht001123,phv00087876,6424,True
phs000209,pht001123,phv00087877,170,True
phs000209,pht001123,phv00087879,6424,True
phs000209,pht001111,phv00083083,248,True
phs000209,pht001111,phv00083084,248,True
phs000209,pht001116,phv00085328,6426,True
phs000209,pht001116,phv00085329,6426,True
phs000209,pht001118,phv00086001,5650,True
phs000209,pht001118,phv00086002,5650,True
phs000209,pht001119,phv00086483,5533,True
phs000209,pht001119,phv00086484,5533,True
phs000209,pht001120,phv00086920,5331,True
phs000209,pht001120,phv00086921,5331,True
phs000209,pht001121,phv00087304,1580,True
phs000209,pht001121,phv00087305,1580,True
phs000209,pht003086,phv00175329,198,True
phs000209,pht003086,phv00175330,198,True
phs000209,pht003091,phv00176752,4447,True
phs000209,pht003091,phv00176753,4447,True
phs000209,pht001111,phv00083087,248,True
phs000209,pht001111,phv00083088,248,True
phs000209,pht001116,phv00085332,6426,True
phs000209,pht001116,phv00085333,6426,True
phs000209,pht001118,phv00086019,5650,True
phs000209,pht001118,phv00086020,5650,True
phs000209,pht001119,phv00086501,5533,True
phs000209,pht001119,phv00086502,5533,True
phs000209,pht001120,phv00086938,5331,True
phs000209,pht001120,phv00086939,5331,True
phs000209,pht001121,phv00087308,1580,True
phs000209,pht001121,phv00087309,1580,True
phs000209,pht003086,phv00175333,198,True
phs000209,pht003086,phv00175334,198,True
phs000209,pht003091,phv00176756,4447,True
phs000209,pht003091,phv00176757,4447,True
phs000209,pht001111,phv00083081,248,True
phs000209,pht001111,phv00083082,248,True
phs000209,pht001116,phv00085326,6426,True
phs000209,pht001118,phv00086015,5650,True
phs000209,pht001118,phv00086016,5650,True
phs000209,pht001119,phv00086497,5533,True
phs000209,pht001119,phv00086498,5533,True
phs000209,pht001120,phv00086934,5331,True
phs000209,pht001120,phv00086935,5331,True
phs000209,pht001121,phv00087302,1580,True
phs000209,pht001121,phv00087303,1580,True
phs000209,pht003086,phv00175327,198,True
phs000209,pht003086,phv00175328,198,True
phs000209,pht003091,phv00176750,4447,True
phs000209,pht003091,phv00176751,4447,True
phs000209,pht001111,phv00083099,248,True
phs000209,pht001111,phv00083100,248,True
phs000209,pht001116,phv00085344,6426,True
phs000209,pht001116,phv00085345,6426,True
phs000209,pht001118,phv00086004,5650,True
phs000209,pht001118,phv00086005,5650,True
phs000209,pht001119,phv00086486,5533,True
phs000209,pht001119,phv00086487,5533,True
phs000209,pht001120,phv00086923,5331,True
phs000209,pht001120,phv00086924,5331,True
phs000209,pht001121,phv00087320,1580,True
phs000209,pht001121,phv00087321,1580,True
phs000209,pht003086,phv00175345,198,True
phs000209,pht003086,phv00175346,198,True
phs000209,pht003091,phv00176768,4447,True
phs000209,pht003091,phv00176769,4447,True
phs000209,pht001111,phv00083090,248,True
phs000209,pht001111,phv00083110,248,True
phs000209,pht001111,phv00083111,248,True
phs000209,pht001111,phv00083156,248,True
phs000209,pht001111,phv00083157,248,True
phs000209,pht001116,phv00085335,6426,True
phs000209,pht001116,phv00085355,6426,True
phs000209,pht001116,phv00085356,6426,True
phs000209,pht001116,phv00085401,6426,True
phs000209,pht001116,phv00085402,6426,True
phs000209,pht001118,phv00086022,5650,True
phs000209,pht001118,phv00086037,5650,True
phs000209,pht001118,phv00086038,5650,True
phs000209,pht001118,phv00086079,5650,True
phs000209,pht001118,phv00086080,5650,True
phs000209,pht001119,phv00086504,5533,True
phs000209,pht001119,phv00086519,5533,True
phs000209,pht001119,phv00086520,5533,True
phs000209,pht001119,phv00086561,5533,True
phs000209,pht001119,phv00086562,5533,True
phs000209,pht001120,phv00086941,5331,True
phs000209,pht001120,phv00086956,5331,True
phs000209,pht001120,phv00086957,5331,True
phs000209,pht001120,phv00086998,5331,True
phs000209,pht001120,phv00086999,5331,True
phs000209,pht001121,phv00087311,1580,True
phs000209,pht001121,phv00087331,1580,True
phs000209,pht001121,phv00087332,1580,True
phs000209,pht001121,phv00087376,1580,True
phs000209,pht001121,phv00087377,1580,True
phs000209,pht003086,phv00175336,198,True
phs000209,pht003086,phv00175356,198,True
phs000209,pht003086,phv00175357,198,True
phs000209,pht003086,phv00175403,198,True
phs000209,pht003086,phv00175404,198,True
phs000209,pht003091,phv00176759,4447,True
phs000209,pht003091,phv00176779,4447,True
phs000209,pht003091,phv00176780,4447,True
phs000209,pht003091,phv00176826,4447,True
phs000209,pht003091,phv00176827,4447,True
phs000209,pht001111,phv00083136,248,True
phs000209,pht001116,phv00085381,6426,True
phs000209,pht001118,phv00086059,5650,True
phs000209,pht001119,phv00086541,5533,True
phs000209,pht001120,phv00086978,5331,True
phs000209,pht001121,phv00087356,1580,True
phs000209,pht003086,phv00175383,198,True
phs000209,pht003091,phv00176806,4447,True
phs000209,pht001111,phv00083116,248,True
phs000209,pht001111,phv00083117,248,True
phs000209,pht001111,phv00083161,248,True
phs000209,pht001116,phv00085361,6426,True
phs000209,pht001116,phv00085362,6426,True
phs000209,pht001116,phv00085370,6426,True
phs000209,pht001116,phv00085406,6426,True
phs000209,pht001118,phv00086012,5650,True
phs000209,pht001118,phv00086043,5650,True
phs000209,pht001118,phv00086044,5650,True
phs000209,pht001118,phv00086050,5650,True
phs000209,pht001119,phv00086494,5533,True
phs000209,pht001119,phv00086525,5533,True
phs000209,pht001119,phv00086526,5533,True
phs000209,pht001119,phv00086532,5533,True
phs000209,pht001120,phv00086931,5331,True
phs000209,pht001120,phv00086962,5331,True
phs000209,pht001120,phv00086963,5331,True
phs000209,pht001120,phv00086969,5331,True
phs000209,pht001121,phv00087381,1580,True
phs000209,pht001121,phv00087337,1580,True
phs000209,pht001121,phv00087338,1580,True
phs000209,pht001121,phv00087346,1580,True
phs000209,pht003086,phv00175408,198,True
phs000209,pht003086,phv00175363,198,True
phs000209,pht003086,phv00175364,198,True
phs000209,pht003086,phv00175372,198,True
phs000209,pht003091,phv00176831,4447,True
phs000209,pht003091,phv00176786,4447,True
phs000209,pht003091,phv00176787,4447,True
phs000209,pht003091,phv00176795,4447,True
phs000209,pht001111,phv00083008,36,True
phs000209,pht001111,phv00083119,248,True
phs000209,pht001111,phv00083302,251,True
phs000209,pht001116,phv00084979,6425,True
phs000209,pht001116,phv00085244,537,True
phs000209,pht001116,phv00085364,6426,True
phs000209,pht001118,phv00085926,5886,True
phs000209,pht001118,phv00086008,5650,True
phs000209,pht001119,phv00086409,5609,True
phs000209,pht001119,phv00086490,5533,True
phs000209,pht001120,phv00086841,5379,True
phs000209,pht001120,phv00086927,5331,True
phs000209,pht003086,phv00175366,198,True
phs000209,pht003086,phv00175455,197,True
phs000209,pht003091,phv00176789,4447,True
phs000209,pht003091,phv00176889,4354,True
phs000209,pht001111,phv00083006,43,True
phs000209,pht001116,phv00085234,6429,True
phs000209,pht001121,phv00087115,293,True
phs000209,pht003086,phv00175292,33,True
phs000209,pht003087,phv00175870,174,True
phs000209,pht003091,phv00176715,470,True
phs000209,pht001111,phv00083135,248,True
phs000209,pht001116,phv00085380,6426,True
phs000209,pht001118,phv00086011,5650,True
phs000209,pht001119,phv00086493,5533,True
phs000209,pht001120,phv00086930,5331,True
phs000209,pht001121,phv00087103,1580,True
phs000209,pht003086,phv00175382,198,True
phs000209,pht003091,phv00176805,4447,True
phs000209,pht001111,phv00083003,78,True
phs000209,pht001111,phv00083162,248,True
phs000209,pht001111,phv00083002,124,True
phs000209,pht001116,phv00085240,1016,True
phs000209,pht001116,phv00085407,6426,True
phs000209,pht001121,phv00087104,1580,True
phs000209,pht001121,phv00087157,419,True
phs000209,pht001116,phv00085235,6429,True
phs000209,pht001111,phv00083154,248,True
phs000209,pht001111,phv00083155,248,True
phs000209,pht001111,phv00083144,248,True
phs000209,pht001116,phv00085389,6426,True
phs000209,pht001116,phv00085399,6426,True
phs000209,pht001116,phv00085400,6426,True
phs000209,pht001118,phv00086067,5650,True
phs000209,pht001118,phv00086077,5650,True
phs000209,pht001118,phv00086078,5650,True
phs000209,pht001119,phv00086549,5533,True
phs000209,pht001119,phv00086559,5533,True
phs000209,pht001119,phv00086560,5533,True
phs000209,pht001120,phv00086986,5331,True
phs000209,pht001120,phv00086996,5331,True
phs000209,pht001120,phv00086997,5331,True
phs000209,pht001121,phv00087364,1580,True
phs000209,pht001121,phv00087374,1580,True
phs000209,pht001121,phv00087375,1580,True
phs000209,pht003086,phv00175391,198,True
phs000209,pht003086,phv00175401,198,True
phs000209,pht003086,phv00175402,198,True
phs000209,pht003091,phv00176814,4447,True
phs000209,pht003091,phv00176824,4447,True
phs000209,pht003091,phv00176825,4447,True
phs000209,pht001111,phv00083097,248,True
phs000209,pht001111,phv00083114,248,True
phs000209,pht001111,phv00083128,248,True
phs000209,pht001116,phv00085342,6426,True
phs000209,pht001116,phv00085359,6426,True
phs000209,pht001116,phv00085373,6426,True
phs000209,pht001118,phv00086028,5650,True
phs000209,pht001118,phv00086041,5650,True
phs000209,pht001118,phv00086052,5650,True
phs000209,pht001119,phv00086510,5533,True
phs000209,pht001119,phv00086523,5533,True
phs000209,pht001119,phv00086534,5533,True
phs000209,pht001120,phv00086947,5331,True
phs000209,pht001120,phv00086960,5331,True
phs000209,pht001120,phv00086971,5331,True
phs000209,pht001121,phv00087318,1580,True
phs000209,pht001121,phv00087335,1580,True
phs000209,pht001121,phv00087349,1580,True
phs000209,pht003086,phv00175343,198,True
phs000209,pht003086,phv00175360,198,True
phs000209,pht003086,phv00175375,198,True
phs000209,pht003091,phv00176766,4447,True
phs000209,pht003091,phv00176783,4447,True
phs000209,pht003091,phv00176798,4447,True
phs000209,pht002105,phv00160520,932,True
phs000209,pht002198,phv00160540,1849,True
phs000209,pht002198,phv00160541,6,True
phs000209,pht004326,phv00219028,932,True
phs000209,pht001116,phv00085029,2813,True
phs000209,pht001111,phv00082956,251,True
phs000209,pht001116,phv00084974,6415,True
phs000209,pht001118,phv00085921,5860,True
phs000209,pht001119,phv00086404,5581,True
phs000209,pht001120,phv00086836,5346,True
phs000209,pht001121,phv00087100,1577,True
phs000209,pht003086,phv00175242,197,True
phs000209,pht003087,phv00175867,172,True
phs000209,pht003091,phv00176665,4333,True
phs000209,pht001111,phv00082950,251,True
phs000209,pht001116,phv00084968,6415,True
phs000209,pht001118,phv00085918,5860,True
phs000209,pht001119,phv00086400,5581,True
phs000209,pht001120,phv00086831,5346,True
phs000209,pht001121,phv00087101,1577,True
phs000209,pht003086,phv00175237,197,True
phs000209,pht003091,phv00176660,4333,True
phs000209,pht004317,phv00218787,4267,True
phs000209,pht004317,phv00218788,4267,True
phs000209,pht004317,phv00218789,4267,True
phs000209,pht004317,phv00218790,4267,True
phs000209,pht004317,phv00218791,4267,True
phs000209,pht004317,phv00218792,4267,True
phs000209,pht004317,phv00218793,4267,True
phs000209,pht001111,phv00082986,251,True
phs000209,pht001116,phv00085222,6426,True
phs000209,pht001121,phv00087130,1578,True
phs000209,pht001111,phv00082687,251,True
phs000209,pht001116,phv00084486,6429,True
phs000209,pht001118,phv00085801,5899,True
phs000209,pht001119,phv00086301,5618,True
phs000209,pht001120,phv00086754,5400,True
phs000209,pht003086,phv00174634,198,True
phs000209,pht003091,phv00176057,4383,True
phs000209,pht001121,phv00087518,1581,True
phs000209,pht001121,phv00087519,1581,True
phs000209,pht001984,phv00128764,900,True
phs000209,pht004319,phv00218997,2756,True
phs000209,pht001116,phv00085076,962,True
phs000280,pht004037,phv00203303,15422,True
phs000280,pht004038,phv00203306,14151,True
phs000280,pht004039,phv00203309,12598,True
phs000280,pht004040,phv00203312,11473,True
phs000280,pht004061,phv00204463,3271,True
phs000280,pht004102,phv00206790,9559,True
phs000280,pht004102,phv00206843,2506,True
phs000280,pht004102,phv00207019,6344,True
phs000280,pht004231,phv00215644,15435,True
phs000280,pht004232,phv00216061,14156,True
phs000280,pht004233,phv00216478,12597,True
phs000280,pht004234,phv00216895,11471,True
phs000280,pht006436,phv00295793,5911,True
phs000280,pht009479,phv00419916,8127,True
phs000280,pht012518,phv00507818,9383,True
phs000280,pht012839,phv00516826,15636,True
phs000280,pht012840,phv00516895,15636,True
phs000280,pht012503,phv00507050,3056,True
phs000280,pht004051,phv00203871,14918,True
phs000280,pht012503,phv00506959,2888,True
phs000280,pht006427,phv00295249,5213,True
phs000280,pht006427,phv00295248,5213,True
phs000280,pht006427,phv00295250,5722,True
phs000280,pht004047,phv00203789,436,True
phs000280,pht004053,phv00203904,37,True
phs000280,pht004063,phv00204724,15599,True
phs000280,pht004102,phv00206789,9558,True
phs000280,pht004102,phv00207018,6344,True
phs000280,pht004104,phv00207159,12718,True
phs000280,pht004106,phv00207199,11434,True
phs000280,pht004144,phv00208905,14007,True
